trade_id,counterparty,currency_pair,notional,rate,settlement_date,status,created_at
4b52725d-db19-4f43-9f5b-f1c51e08c15d,BNP Paribas,EUR/USD,808310.19,1.180481,2026-02-19,SETTLED,2026-03-02T12:47:18.683452
9ce23fcc-9992-4698-ba36-cc2de923e1c8,BNP Paribas,USD/JPY,1914280.24,1.496121,2026-02-20,PENDING,2026-03-02T12:47:18.683499
dff1109b-066a-47c8-b70c-95af7e5d4d67,Barclays PLC,USD/CAD,4305290.71,0.511481,2026-02-09,PENDING,2026-03-02T12:47:18.683547
ceaaac4f-7794-4bea-8b25-0a00681c219c,HSBC Holdings,EUR/USD,3756880.22,1.268599,2026-03-03,SETTLED,2026-03-02T12:47:18.683594
e321cef2-7bec-4da0-b980-de7907ab3a37,HSBC Holdings,AUD/USD,2179478.6,0.953724,2026-03-03,OPEN,2026-03-02T12:47:18.683647
c31d22f3-a8ce-49f0-b953-ef6ed134a3e8,HSBC Holdings,GBP/EUR,2543331.56,0.606411,2026-02-07,PENDING,2026-03-02T12:47:18.683692
3e86ac9e-6bba-4c26-b387-9efef4287888,HSBC Holdings,GBP/EUR,2543237.78,0.698911,2026-02-06,OPEN,2026-03-02T12:47:18.683740
5c9603f8-034b-4e86-82ed-3f640082eb62,BNP Paribas,EUR/USD,2701501.36,1.278626,2026-02-17,PENDING,2026-03-02T12:47:18.683787
f19712aa-e906-45ed-971d-31583ebf54b4,HSBC Holdings,GBP/EUR,1627538.72,0.519477,2026-02-15,SETTLED,2026-03-02T12:47:18.683838
1a2a0b43-a28b-4e80-8f5f-c6d3fa93d85f,BNP Paribas,EUR/USD,1204867.03,0.740872,2026-02-09,OPEN,2026-03-02T12:47:18.683887
dde0fd38-42ca-4d50-af72-2dbac04d716c,BNP Paribas,GBP/EUR,3662218.9,1.316023,2026-02-22,OPEN,2026-03-02T12:47:18.683935
2b58cbfd-9ffb-46e5-9140-0a2375513ed6,BNP Paribas,GBP/USD,650673.41,0.975282,2026-02-23,SETTLED,2026-03-02T12:47:18.683982
bf7dd7da-1baf-4fdc-bfcc-2703851700f3,Deutsche Bank AG,AUD/USD,2643092.2,1.106594,2026-02-24,PENDING,2026-03-02T12:47:18.684029
ab6624af-f5cc-4bd0-a69c-4927ca551620,Societe Generale,USD/CAD,3452439.48,1.212949,2026-02-22,PENDING,2026-03-02T12:47:18.684083
bb8c126f-fd70-4571-af3d-cd928363d191,Societe Generale,EUR/USD,1873368.31,1.399614,2026-02-27,OPEN,2026-03-02T12:47:18.684129
698a803e-ada7-477d-8605-85cb9f31ee2a,BNP Paribas,AUD/USD,1131239.71,0.838086,2026-02-28,OPEN,2026-03-02T12:47:18.684175
9ddb4c60-143c-48e1-8cc9-5e94d0c31a72,Barclays PLC,GBP/USD,2946316.17,0.507191,2026-02-23,OPEN,2026-03-02T12:47:18.684221
357f4975-f4e1-41b1-af7d-788c0aa57f6e,Barclays PLC,AUD/USD,4528045.86,1.359635,2026-02-12,OPEN,2026-03-02T12:47:18.684268
aeb1f27f-f9c8-4a2a-a6c9-46e584b755df,BNP Paribas,GBP/USD,1399601.55,0.985414,2026-02-05,PENDING,2026-03-02T12:47:18.684314
da3be73c-fb34-451e-8c34-0b8003b20adb,Societe Generale,GBP/USD,4678216.06,1.071043,2026-02-05,SETTLED,2026-03-02T12:47:18.684362
59c8cb88-a8e3-479b-b5d7-381bcad5c252,Barclays PLC,USD/CAD,4039410.02,0.69041,2026-02-04,SETTLED,2026-03-02T12:47:18.684414
64332536-58f8-4349-a025-5f1ef9894eb6,Barclays PLC,USD/CAD,1777944.86,0.911102,2026-02-13,PENDING,2026-03-02T12:47:18.684542
276078c4-6028-40d6-b93d-0b92b7599863,Societe Generale,USD/CAD,4920984.4,0.598418,2026-03-03,SETTLED,2026-03-02T12:47:18.684590
d6b9c538-6ceb-4ed0-bb83-ab31e06e9472,Deutsche Bank AG,GBP/USD,4004956.63,0.609269,2026-02-03,PENDING,2026-03-02T12:47:18.684636
127f9d56-0da4-4078-8c14-a851f620f265,HSBC Holdings,USD/CHF,2248581.6,0.921882,2026-02-24,OPEN,2026-03-02T12:47:18.684684
287f5d17-0a2f-4127-a6b6-3676536d39d4,BNP Paribas,EUR/USD,4373684.91,0.575385,2026-02-04,OPEN,2026-03-02T12:47:18.684730
2d2c086a-f85b-4e0e-b587-c33e3592ca3d,Barclays PLC,EUR/USD,3264203.02,1.040588,2026-02-22,OPEN,2026-03-02T12:47:18.684778
5a0d6e91-40c7-44fe-876a-84d3671166ce,Deutsche Bank AG,GBP/EUR,839892.44,0.985641,2026-02-26,SETTLED,2026-03-02T12:47:18.684828
ab61faa6-53fd-4b4c-8e5b-25b3bca77363,Barclays PLC,USD/CHF,4513189.9,0.664637,2026-02-07,SETTLED,2026-03-02T12:47:18.684876
c41d7cb7-1d67-4180-8a2a-23f8499a4de3,HSBC Holdings,USD/CHF,4633325.19,1.285129,2026-02-02,PENDING,2026-03-02T12:47:18.684923
e3ea6c1f-abf9-4865-8868-5a7572a0811d,BNP Paribas,USD/CAD,4787015.03,1.495423,2026-02-02,PENDING,2026-03-02T12:47:18.684971
bf3b12d5-48e0-4b40-8b8a-e8970decdda2,Deutsche Bank AG,EUR/USD,2438490.34,0.689898,2026-02-11,PENDING,2026-03-02T12:47:18.685022
32eb4811-e588-448e-bd9f-92a45ddb7027,HSBC Holdings,EUR/USD,3681328.52,0.560958,2026-02-06,OPEN,2026-03-02T12:47:18.685075
afb9da0c-936b-444e-913c-16158935209e,BNP Paribas,GBP/USD,2925046.2,1.00285,2026-02-16,OPEN,2026-03-02T12:47:18.685124
9e43e8f1-f3e7-4569-8dc2-bd5292500f52,Deutsche Bank AG,EUR/USD,4804286.73,0.580111,2026-02-21,PENDING,2026-03-02T12:47:18.685171
770f65ad-8890-4891-80ee-5fb07d81fd34,Societe Generale,EUR/USD,349124.71,1.361819,2026-02-04,PENDING,2026-03-02T12:47:18.685238
8f15e108-29bf-4803-8147-8ef2b98e5165,BNP Paribas,EUR/USD,1238614.59,1.094519,2026-02-16,SETTLED,2026-03-02T12:47:18.685299
822ab9c2-01ef-4aeb-8a1d-6118a7143b12,HSBC Holdings,USD/JPY,3290292.09,1.065227,2026-02-25,OPEN,2026-03-02T12:47:18.685347
c9808fd1-e3fa-4620-baaa-092e04770dbc,HSBC Holdings,USD/CHF,3351932.61,0.814184,2026-02-02,OPEN,2026-03-02T12:47:18.685396
53d86e04-b3c6-481f-9672-b0aa11ab4336,HSBC Holdings,GBP/EUR,3361734.21,0.799997,2026-02-27,OPEN,2026-03-02T12:47:18.685443
e510ba66-9978-45d9-af3b-5efadeec143f,BNP Paribas,EUR/USD,56484.13,1.121159,2026-02-16,OPEN,2026-03-02T12:47:18.685490
e0b9014b-041d-4e9f-aac0-eacf49ea9224,Deutsche Bank AG,USD/JPY,2692795.68,1.005885,2026-03-02,OPEN,2026-03-02T12:47:18.685537
fe5a8643-09d8-4fb7-9871-51dcd84865d0,Deutsche Bank AG,USD/CHF,4397558.51,0.869527,2026-02-21,PENDING,2026-03-02T12:47:18.685595
2905299e-e86f-4353-9b9d-1f295a2e3b1f,BNP Paribas,EUR/USD,3520664.23,1.111678,2026-02-18,PENDING,2026-03-02T12:47:18.685656
6051b4a1-310d-40e4-9944-04e8a7cf0a1f,Barclays PLC,GBP/USD,4087349.63,0.799379,2026-02-26,SETTLED,2026-03-02T12:47:18.685706
460b8ed0-6c92-41c3-b6cf-a4a7b06c5c43,BNP Paribas,GBP/USD,585989.07,0.607036,2026-02-03,SETTLED,2026-03-02T12:47:18.685758
a034273c-c9ac-432a-9ef0-cd74d67e7d43,HSBC Holdings,GBP/USD,1415963.79,0.71063,2026-02-18,PENDING,2026-03-02T12:47:18.685817
e6025017-d3d8-4151-a7e3-3d1bb98ee332,Societe Generale,USD/JPY,3174847.41,0.763984,2026-02-07,OPEN,2026-03-02T12:47:18.685871
829c0a6e-dba7-4985-9dd9-20705a20f7f4,HSBC Holdings,EUR/USD,470569.35,0.923576,2026-02-06,OPEN,2026-03-02T12:47:18.685920
4ad0b8d8-0483-4eec-bfaa-2cfb27e3ffba,HSBC Holdings,GBP/USD,1674447.13,0.63082,2026-02-17,PENDING,2026-03-02T12:47:18.685968
a9e4ef9f-f55b-4643-a64d-9d083a49d94b,BNP Paribas,EUR/USD,2214759.2,1.205667,2026-02-18,OPEN,2026-03-02T12:47:18.686015
405d5b09-781d-4eb6-bc06-f9b18cf8ec87,Deutsche Bank AG,AUD/USD,385466.86,1.383106,2026-02-26,OPEN,2026-03-02T12:47:18.686063
737c4475-3b81-42e7-b265-ebb0d5352223,Deutsche Bank AG,USD/CHF,4174629.15,1.08251,2026-02-09,OPEN,2026-03-02T12:47:18.686117
bdecf856-52f2-4c1a-87f5-59274e641983,Barclays PLC,USD/JPY,218726.0,0.864652,2026-02-05,OPEN,2026-03-02T12:47:18.686180
6bd42866-1e6a-4016-aedd-8afa0b70f6cf,HSBC Holdings,GBP/EUR,3413512.77,1.166933,2026-02-26,PENDING,2026-03-02T12:47:18.686229
608f1c39-cb89-46bc-99f3-a3e3784d69ed,BNP Paribas,USD/CAD,4421832.16,0.906377,2026-02-27,OPEN,2026-03-02T12:47:18.686277
fcf6c306-2a05-4236-8d17-2f1e66de2041,Deutsche Bank AG,GBP/EUR,4629561.47,0.736737,2026-02-23,OPEN,2026-03-02T12:47:18.686324
c50449fa-9bfd-415b-9044-2ae08a246266,HSBC Holdings,GBP/EUR,4408266.86,0.524786,2026-02-19,SETTLED,2026-03-02T12:47:18.686372
0026ebfa-c614-493a-8ac6-304f43699f39,Deutsche Bank AG,USD/JPY,4013153.34,1.364064,2026-03-02,OPEN,2026-03-02T12:47:18.686423
e9f238fa-12e3-441f-9348-b30559a711db,Barclays PLC,GBP/EUR,3938998.8,0.608096,2026-02-25,SETTLED,2026-03-02T12:47:18.686470
12d2f1f5-39d4-4eae-a6d1-da8e12ae6195,Societe Generale,USD/JPY,1119944.25,1.316587,2026-02-16,SETTLED,2026-03-02T12:47:18.686516
3e263d99-d329-488b-90e8-420a2b2bbd12,Deutsche Bank AG,EUR/USD,4104476.54,1.371323,2026-02-09,PENDING,2026-03-02T12:47:18.686563
4868a94b-3790-4363-8981-016ddfa21af0,Barclays PLC,GBP/EUR,973717.64,0.828262,2026-02-18,SETTLED,2026-03-02T12:47:18.686611
03593c6b-d06c-4dcd-95f7-8536f4c9bffb,BNP Paribas,USD/JPY,1762219.18,1.009406,2026-02-28,OPEN,2026-03-02T12:47:18.686658
83b49687-f526-46cd-9482-22edd6013946,Deutsche Bank AG,AUD/USD,585555.34,1.470401,2026-02-28,SETTLED,2026-03-02T12:47:18.686706
85338fd7-6296-4068-afe4-ed9c422f7505,HSBC Holdings,USD/CAD,200903.41,1.096571,2026-02-04,SETTLED,2026-03-02T12:47:18.686753
7b3e42b7-71ae-4cbc-897c-c9889a4f57d1,Barclays PLC,USD/CHF,2187605.48,1.484236,2026-03-01,PENDING,2026-03-02T12:47:18.686803
60d65f10-2548-4f7a-9438-007deeb3966e,Societe Generale,EUR/USD,958493.08,0.544387,2026-02-26,PENDING,2026-03-02T12:47:18.686879
796c4c4f-25e7-4c9a-bdeb-f366fd2b8666,Deutsche Bank AG,USD/JPY,4628620.08,1.038452,2026-02-15,SETTLED,2026-03-02T12:47:18.686936
09ba12ba-7d63-4318-ba8a-9dee391cd007,HSBC Holdings,AUD/USD,359169.32,1.164238,2026-02-26,SETTLED,2026-03-02T12:47:18.686984
6128e390-dce9-49d7-a1a5-46053a7552ba,HSBC Holdings,AUD/USD,3320303.51,0.624625,2026-02-25,SETTLED,2026-03-02T12:47:18.687033
210e8587-60b4-4847-b9c5-84c45a5c7cc4,HSBC Holdings,AUD/USD,3337795.59,0.826183,2026-02-21,OPEN,2026-03-02T12:47:18.687088
c72e633d-0a7c-41c0-be50-73624320925e,Societe Generale,USD/CAD,967282.06,1.164929,2026-02-10,PENDING,2026-03-02T12:47:18.687135
a118cc9b-15b9-423d-aea1-f76a4553e284,HSBC Holdings,USD/CHF,4514999.67,1.115515,2026-02-15,PENDING,2026-03-02T12:47:18.687181
55e3cb68-2f11-433c-9664-c2b6b10b946c,Deutsche Bank AG,USD/CHF,4170288.59,0.803875,2026-02-04,PENDING,2026-03-02T12:47:18.687229
f5ca757a-41b4-4e53-9ec8-1467a19cfff6,Societe Generale,USD/CHF,3037241.24,0.822249,2026-02-15,PENDING,2026-03-02T12:47:18.687275
5253fa08-7c27-40a5-82c3-b661593c40e2,Deutsche Bank AG,USD/CAD,1076369.99,0.973186,2026-02-11,OPEN,2026-03-02T12:47:18.687322
50c5acce-1703-4e3e-8e35-2dce6d0a876a,BNP Paribas,USD/JPY,1426094.16,1.163854,2026-02-27,OPEN,2026-03-02T12:47:18.687368
46edba97-7257-4c9f-907e-6dd4c2e4dc7a,HSBC Holdings,GBP/USD,4093933.09,1.251138,2026-02-12,OPEN,2026-03-02T12:47:18.687415
cef54870-2c91-44b1-b2dd-d2bde331713c,Societe Generale,AUD/USD,745296.27,0.546214,2026-03-03,OPEN,2026-03-02T12:47:18.687463
be6f7227-b7b0-42e5-836c-bed568e02b2f,BNP Paribas,GBP/USD,2282526.68,1.386137,2026-02-23,PENDING,2026-03-02T12:47:18.687509
81db6a76-9526-461a-ac92-3f459e4782f2,Deutsche Bank AG,GBP/USD,3484807.71,0.994377,2026-02-22,PENDING,2026-03-02T12:47:18.687554
0bc29dcb-3ded-4512-b225-dd431d45d65d,Barclays PLC,GBP/EUR,3441235.84,1.39266,2026-02-24,SETTLED,2026-03-02T12:47:18.687602
4d8f7bdf-4f4a-4e2c-97c3-075b75dff810,BNP Paribas,USD/CHF,1102017.27,1.30411,2026-02-27,OPEN,2026-03-02T12:47:18.687649
406ad6f2-7ff8-480f-8976-6fc3f425b013,Barclays PLC,USD/CHF,2791454.91,1.41747,2026-02-10,OPEN,2026-03-02T12:47:18.687696
e897ffbf-6e4b-459e-a9af-762f453d93c5,BNP Paribas,AUD/USD,4009068.84,1.167578,2026-03-01,SETTLED,2026-03-02T12:47:18.687742
61d800af-8812-4022-aad0-2d8e4e45205f,BNP Paribas,GBP/EUR,4750697.65,1.391426,2026-02-20,PENDING,2026-03-02T12:47:18.687791
cff5064a-9545-4c75-9088-4c073d7d64c6,BNP Paribas,USD/CHF,4461181.28,0.926741,2026-02-22,OPEN,2026-03-02T12:47:18.687839
e67db399-7c29-4370-91f8-10c1799b7960,HSBC Holdings,GBP/EUR,3720840.66,0.974674,2026-02-22,OPEN,2026-03-02T12:47:18.687886
ec2dd194-3abb-4471-b5eb-11a3a60f83fc,BNP Paribas,USD/CHF,4200915.81,0.777311,2026-02-17,PENDING,2026-03-02T12:47:18.687933
457d6d72-a864-470b-b7a2-f381dd7a4e93,HSBC Holdings,GBP/USD,1203836.86,0.939873,2026-02-19,SETTLED,2026-03-02T12:47:18.687984
1c6b0329-5185-4499-8783-8313a8fa943a,Barclays PLC,GBP/USD,1685879.21,1.393027,2026-03-02,OPEN,2026-03-02T12:47:18.688033
2fec5c19-ae97-40c8-967c-20ecdf08af9b,Deutsche Bank AG,EUR/USD,1163994.78,1.19395,2026-02-25,SETTLED,2026-03-02T12:47:18.688087
ff68078d-7894-4cbe-85c1-3333e4653e9e,Societe Generale,EUR/USD,2043920.85,1.042611,2026-02-12,OPEN,2026-03-02T12:47:18.688134
ee45077c-b315-43cb-bc33-4c4c218fee42,BNP Paribas,USD/CAD,4166126.94,0.889477,2026-02-16,OPEN,2026-03-02T12:47:18.688181
5f0a1369-0909-4ace-97f0-e5f1fe648b07,Societe Generale,USD/CHF,4285092.84,1.265595,2026-02-21,OPEN,2026-03-02T12:47:18.688226
c56d5a1a-1e2d-4eb5-843e-29b75be45c0d,Societe Generale,GBP/EUR,4714280.87,0.798613,2026-02-15,SETTLED,2026-03-02T12:47:18.688276
facbeeac-0aae-4255-9eb9-e488e3e9c9e3,BNP Paribas,GBP/USD,2695720.63,1.234634,2026-02-08,SETTLED,2026-03-02T12:47:18.688322
117928c1-7463-4b75-be48-ef2081ca1d05,Barclays PLC,USD/CHF,1104913.96,0.935836,2026-03-02,SETTLED,2026-03-02T12:47:18.688375
44c6de50-1915-4553-9674-e7b73d09ccab,Deutsche Bank AG,GBP/EUR,3347679.37,1.298142,2026-03-01,SETTLED,2026-03-02T12:47:18.688422
3f79f37f-c231-4321-9597-9960ad1e49be,BNP Paribas,EUR/USD,4598512.69,1.480722,2026-02-16,SETTLED,2026-03-02T12:47:18.688468
89ce80d0-e2fb-41b2-ab1c-9ec359952b19,Barclays PLC,USD/CAD,2963544.95,1.163,2026-02-13,SETTLED,2026-03-02T12:47:18.688515
960933e8-5ab4-4ba7-8fdb-6ce5516e4f3c,Barclays PLC,USD/JPY,687140.44,0.961698,2026-02-21,SETTLED,2026-03-02T12:47:18.688561
2c251bc3-8e45-4e7f-abfd-3af119a10ea9,HSBC Holdings,GBP/EUR,1643489.81,0.954699,2026-02-10,SETTLED,2026-03-02T12:47:18.688607
572a39b9-b9b8-475b-959e-757b223d3491,Societe Generale,USD/JPY,1398500.51,1.451204,2026-02-03,OPEN,2026-03-02T12:47:18.688654
a7e2e827-9b8f-45f5-828b-2ebdb43cb465,Barclays PLC,USD/JPY,2356831.11,1.249024,2026-02-12,OPEN,2026-03-02T12:47:18.688702
9717bb9e-a4c5-4156-8489-262139d95a15,Barclays PLC,GBP/EUR,3254219.03,1.281233,2026-02-07,OPEN,2026-03-02T12:47:18.688749
50cb70f9-abf3-49d3-ac57-c0db7ea5c588,Barclays PLC,AUD/USD,4748562.55,0.699361,2026-02-12,OPEN,2026-03-02T12:47:18.688794
5f25d4f8-0fc4-4fb6-9d43-7cd0f0d6f35c,Barclays PLC,AUD/USD,1200339.26,0.973561,2026-02-24,OPEN,2026-03-02T12:47:18.688841
5edc61ba-0585-48bf-a7ac-95e97e0ffc62,HSBC Holdings,GBP/USD,2330519.58,0.756244,2026-02-04,PENDING,2026-03-02T12:47:18.688899
59f89a74-ca07-4961-8cbe-1e5d77f1408c,Barclays PLC,GBP/EUR,3040164.99,1.247926,2026-02-24,OPEN,2026-03-02T12:47:18.688997
016103ee-53fe-4f0c-95a3-a01108b004c1,Barclays PLC,USD/JPY,4823956.66,0.608099,2026-02-28,PENDING,2026-03-02T12:47:18.689085
9fe0d06c-065c-4c69-a001-2e2e4b876a41,Societe Generale,USD/CAD,3389962.96,1.458173,2026-02-06,OPEN,2026-03-02T12:47:18.689141
16416b47-b8e2-45dd-9831-03a30841570e,Deutsche Bank AG,EUR/USD,389222.42,1.190614,2026-02-13,PENDING,2026-03-02T12:47:18.689194
c7a78d39-3591-46d8-8a2f-461fb92c4760,BNP Paribas,GBP/EUR,3864679.62,1.350293,2026-02-12,OPEN,2026-03-02T12:47:18.689244
8866f4e9-e401-49aa-b312-6b77035cc824,Barclays PLC,USD/JPY,3983173.81,1.065933,2026-02-17,PENDING,2026-03-02T12:47:18.689295
1c67d742-efef-48dc-816f-f90a7b318a36,BNP Paribas,USD/CAD,2147606.29,0.870571,2026-03-01,SETTLED,2026-03-02T12:47:18.689346
99a50fc6-8781-4096-b5b8-2c23762c1e88,Societe Generale,EUR/USD,73134.23,0.920059,2026-02-19,SETTLED,2026-03-02T12:47:18.689399
5f0a0728-3e9a-4d5c-a1ac-ce7d3240b1b9,Societe Generale,USD/CAD,4804329.96,1.135585,2026-02-04,OPEN,2026-03-02T12:47:18.689450
4864b296-0526-462e-b1e5-61690df8edba,HSBC Holdings,AUD/USD,2183080.85,1.233795,2026-02-16,PENDING,2026-03-02T12:47:18.689500
2bac02fe-28f8-450e-82a8-05b453b5ff3d,BNP Paribas,USD/JPY,3875460.84,0.964874,2026-03-03,SETTLED,2026-03-02T12:47:18.689550
7b422ee6-e97f-4d3f-a708-da38ab39e50c,Barclays PLC,USD/JPY,4260048.67,1.330731,2026-02-19,SETTLED,2026-03-02T12:47:18.689600
a7673d85-40f3-4bb4-aca7-0fbdc1c26acc,BNP Paribas,USD/CAD,1226878.56,0.964708,2026-02-26,SETTLED,2026-03-02T12:47:18.689655
5381331b-1fd9-437c-9500-f72c4409bd09,HSBC Holdings,GBP/USD,1688619.13,0.994307,2026-03-01,SETTLED,2026-03-02T12:47:18.689715
f91136b9-4fed-4c16-b189-7855d06d3d5f,HSBC Holdings,USD/JPY,1068478.05,1.297832,2026-02-07,PENDING,2026-03-02T12:47:18.689765
c473f003-09bd-400c-8f44-f58e69407177,Barclays PLC,AUD/USD,3508906.91,0.776269,2026-02-28,OPEN,2026-03-02T12:47:18.689828
e903aac6-664f-4b52-9022-091c5f4bccc3,Societe Generale,AUD/USD,437208.68,1.220075,2026-02-19,OPEN,2026-03-02T12:47:18.689879
a093b149-77a3-4ff5-b526-fde37caead5a,Societe Generale,USD/CHF,3456140.6,1.145903,2026-02-24,OPEN,2026-03-02T12:47:18.689927
8bf1fc55-25c0-49f9-b91d-fbd4a91821cc,Deutsche Bank AG,USD/JPY,474336.22,0.721596,2026-02-19,PENDING,2026-03-02T12:47:18.689977
219980cf-925b-4e68-88ac-574c93a9087d,BNP Paribas,USD/JPY,2911962.37,0.97326,2026-02-22,SETTLED,2026-03-02T12:47:18.690028
1034b31f-a6f5-42c6-bd89-654a1758d24a,HSBC Holdings,USD/CAD,4983191.01,1.050388,2026-02-02,SETTLED,2026-03-02T12:47:18.690092
6c4dd44f-b6a7-483e-beb1-0bd95fcc3f74,Barclays PLC,USD/CAD,1361872.97,0.751404,2026-02-14,OPEN,2026-03-02T12:47:18.690143
bd86cae3-0e1f-4f9c-aebd-77b8af8fe2f1,Deutsche Bank AG,GBP/USD,1584584.24,1.242881,2026-02-15,OPEN,2026-03-02T12:47:18.690195
0da10792-9b22-48bb-a399-b20f3c21b33c,BNP Paribas,GBP/EUR,3695637.22,0.7765,2026-02-27,PENDING,2026-03-02T12:47:18.690245
6d1b31c8-14be-4815-b00a-b5f812dee4b1,Deutsche Bank AG,USD/JPY,2987985.8,1.480511,2026-02-22,OPEN,2026-03-02T12:47:18.690294
7e8d4440-0f88-49b1-9ef8-effc00d39b68,BNP Paribas,GBP/USD,1810796.54,0.802268,2026-02-20,SETTLED,2026-03-02T12:47:18.690344
989fb741-6763-4a9b-a2ac-713000da83ec,HSBC Holdings,USD/CAD,237123.35,0.554526,2026-02-17,OPEN,2026-03-02T12:47:18.690394
c74013bf-0bc5-48a8-9015-f25918aee9ac,Barclays PLC,GBP/EUR,3192969.58,1.252792,2026-02-15,OPEN,2026-03-02T12:47:18.690443
6d6038b0-216d-4e43-b9f3-f0504e9cd833,Societe Generale,USD/JPY,2874580.46,0.969397,2026-02-22,OPEN,2026-03-02T12:47:18.690492
ba7b2685-df0d-459e-9d13-a31b5699eea7,Societe Generale,EUR/USD,4827833.24,0.752478,2026-02-22,OPEN,2026-03-02T12:47:18.690541
4ab21382-9992-4028-92da-818a81b2b0ee,Barclays PLC,GBP/USD,2009530.14,0.574082,2026-02-16,OPEN,2026-03-02T12:47:18.690590
3be386cf-fb05-47e6-ae83-4a4fa086d420,Barclays PLC,GBP/USD,4057598.96,1.449126,2026-03-01,OPEN,2026-03-02T12:47:18.690640
94e48432-767b-463c-a035-7e9e4ce5e4ae,BNP Paribas,GBP/EUR,2794784.44,0.916174,2026-02-02,PENDING,2026-03-02T12:47:18.690689
90e9ad24-e5f7-4c12-88b5-eacc41c0dc3d,Societe Generale,USD/CHF,1136178.81,1.022573,2026-02-13,SETTLED,2026-03-02T12:47:18.690739
3a8bd181-87f7-46b7-a69f-3c8a2389c87b,HSBC Holdings,AUD/USD,4302231.66,1.490031,2026-02-25,PENDING,2026-03-02T12:47:18.690791
b8381e84-8384-41d8-88db-02d5705a8a27,Barclays PLC,GBP/EUR,310549.22,1.460109,2026-02-21,OPEN,2026-03-02T12:47:18.690840
e4d923f7-8387-4a7a-b612-5f63c95b9a36,Barclays PLC,GBP/USD,3131320.0,0.764646,2026-02-15,OPEN,2026-03-02T12:47:18.690889
